bond_code,bond_name,putback_start,putback_end,convert_start,convert_end,value_date,expire_date,bond_period,hist_adj_count
118049,汇成转债,2028-08-07,2030-08-06,2025-02-13,2030-08-06,2024-08-07,2030-08-07,6,0
118050,航宇转债,2028-08-21,2030-08-20,2025-02-27,2030-08-20,2024-08-21,2030-08-21,6,0
118051,皓元转债,2028-11-28,2030-11-27,2025-06-04,2030-11-27,2024-11-28,2030-11-28,6,0
118052,浩瀚转债,2029-03-13,2031-03-12,2025-09-19,2031-03-12,2025-03-13,2031-03-13,6,0
118053,正帆转债,2029-03-18,2031-03-17,2025-09-24,2031-03-17,2025-03-18,2031-03-18,6,0
118054,安集转债,2029-04-07,2026-03-26,2025-10-13,2026-03-26,2025-04-07,2026-03-27,0.9699,0
118055,伟测转债,2029-04-09,2026-04-02,2025-10-15,2026-04-02,2025-04-09,2026-04-03,0.9836,0
118056,路维转债,2029-06-11,2031-06-10,2025-12-17,2031-06-10,2025-06-11,2031-06-11,6,0
118057,甬矽转债,2029-06-26,2031-06-25,2026-01-05,2031-06-25,2025-06-26,2031-06-26,6,0
118058,微导转债,2029-08-06,2031-08-05,2026-02-12,2031-08-05,2025-08-06,2031-08-06,6,0
118059,颀中转债,2029-11-03,2031-11-02,2026-05-07,2031-11-02,2025-11-03,2031-11-03,6,0
118060,瑞可转债,2029-11-14,2031-11-13,2026-05-20,2031-11-13,2025-11-14,2031-11-14,6,0
118061,茂莱转债,2029-11-21,2031-11-20,2026-05-27,2031-11-20,2025-11-21,2031-11-21,6,0
118062,天准转债,2029-12-12,2031-12-11,2026-06-18,2031-12-11,2025-12-12,2031-12-12,6,0
118063,金05转债,2029-12-25,2031-12-24,2026-07-01,2031-12-24,2025-12-25,2031-12-25,6,0
118064,联瑞转债,2030-01-08,2032-01-07,2026-07-14,2032-01-07,2026-01-08,2032-01-08,6,0
118065,艾为转债,2030-01-22,2032-01-21,2026-07-28,2032-01-21,2026-01-22,2032-01-22,6,0
118066,统联转债,2030-03-02,2032-03-01,2026-09-07,2032-03-01,2026-03-02,2032-03-02,6,0
118067,上26转债,2030-03-18,2032-03-17,2026-09-24,2032-03-17,2026-03-18,2032-03-18,6,0
118500,思瑞定转,2026-10-25,2028-10-24,2025-04-25,2028-10-24,2024-10-25,2028-10-25,4,0
120001,16以岭EB,2019-04-18,2019-06-27,2017-04-20,2019-06-27,2016-04-18,2019-06-28,3.1945,0
120002,18中原EB,2022-12-24,2023-05-10,2019-12-26,2023-05-10,2018-12-24,2023-05-11,4.3808,0
120003,19华菱EB,2023-11-25,2021-10-21,2021-08-26,2021-10-21,2019-11-25,2021-10-22,1.9096,0
120004,20华菱EB,2024-01-09,2021-10-21,2021-08-26,2021-10-21,2020-01-09,2021-10-22,1.7863,0
121001,价值转S,,2018-08-15,2018-06-13,2018-12-12,2017-12-12,2018-08-16,0.6767,0
121002,合佳转S1,,2019-02-14,2018-10-29,2018-11-09,2018-04-27,2019-02-15,0.8055,0
121003,紫科转S1,,2019-03-14,2018-12-04,2019-03-15,2018-06-05,2019-03-15,0.7753,1
123001,蓝标转债,2019-12-18,2019-10-15,2016-06-27,2019-10-15,2015-12-18,2019-10-16,3.8301,3
123002,国祯转债,2021-11-24,2023-11-23,2018-05-30,2023-11-24,2017-11-24,2023-11-24,6,1
123003,蓝思转债,2021-12-08,2020-02-09,2018-06-14,2020-02-07,2017-12-08,2020-02-10,2.1671,2
123004,铁汉转债,2021-12-18,2023-12-17,2018-06-22,2023-12-18,2017-12-18,2023-12-18,6,2
123005,万信转债,2021-12-19,2018-08-20,2018-06-25,2018-08-20,2017-12-19,2018-08-21,0.6712,0
123006,东财转债,2021-12-20,2019-05-12,2018-06-26,2019-05-10,2017-12-20,2019-05-13,1.3945,0
123007,道氏转债,2021-12-28,2021-08-12,2018-07-04,2021-08-12,2017-12-28,2021-08-13,3.6274,1
123008,康泰转债,2022-02-01,2019-05-06,2018-08-07,2019-05-06,2018-02-01,2019-05-07,1.2603,0
123009,星源转债,2022-03-07,2020-03-19,2018-09-13,2020-03-19,2018-03-07,2020-03-20,2.0384,0
123010,博世转债,2022-07-05,2024-07-04,2019-01-11,2024-07-05,2018-07-05,2024-07-05,6,5
123011,德尔转债,2022-07-18,2024-07-17,2019-01-24,2024-07-18,2018-07-18,2024-07-18,6,2
123012,万顺转债,2022-07-20,2024-07-19,2019-01-28,2024-07-19,2018-07-20,2024-07-20,6,0
123013,横河转债,2022-07-26,2024-07-25,2019-02-01,2024-07-26,2018-07-26,2024-07-26,6,0
123014,凯发转债,2021-07-27,2023-07-26,2019-02-11,2023-07-27,2018-07-27,2023-07-27,5,0
123015,蓝盾转退,2022-08-13,2024-08-12,2019-02-18,2024-08-13,2018-08-13,2024-08-13,6,4
123016,洲明转债,2022-11-07,2020-03-11,2019-05-13,2020-03-11,2018-11-07,2020-03-12,1.3479,0
123017,寒锐转债,2022-11-20,2021-02-23,2019-05-27,2021-02-23,2018-11-20,2021-02-24,2.2658,0
123018,溢利转债,2022-12-20,2024-12-19,2019-06-26,2024-12-20,2018-12-20,2024-12-20,6,0
123019,中来转债,2023-02-25,2020-03-25,2019-09-02,2020-03-25,2019-02-25,2020-03-26,1.0822,0
123020,富祥转债,2023-03-01,2020-09-03,2019-09-09,2020-09-03,2019-03-01,2020-09-04,1.5123,0
123021,万信转2,2023-03-04,2020-04-13,2019-09-09,2020-04-13,2019-03-04,2020-04-14,1.1151,0
123022,长信转债,2023-03-18,2025-03-17,2019-09-23,2025-03-18,2019-03-18,2025-03-18,6,0
123023,迪森转债,2024-03-20,2022-09-22,2019-09-27,2022-09-22,2019-03-20,2022-09-23,3.5151,1
123024,岱勒转债,2022-03-21,2022-03-21,2019-09-27,2022-03-21,2019-03-21,2022-03-22,3.0055,1
123025,精测转债,2023-03-29,2025-03-28,2019-10-08,2025-03-28,2019-03-29,2025-03-29,6,0
123026,中环转债,2022-06-10,2020-12-14,2019-12-16,2020-12-14,2019-06-10,2020-12-15,1.5178,0
123027,蓝晓转债,2023-06-11,2022-10-23,2019-12-17,2022-10-21,2019-06-11,2022-10-24,3.3726,0
123028,清水转债,2023-06-19,2021-11-29,2019-12-25,2021-11-29,2019-06-19,2021-11-30,2.4548,0
123029,英科转债,2023-08-16,2025-08-15,2020-02-24,2025-08-15,2019-08-16,2025-08-16,6,0
123030,九洲转债,2023-08-20,2021-09-14,2020-02-27,2021-09-14,2019-08-20,2021-09-15,2.074,0
123031,晶瑞转债,2023-08-29,2025-08-28,2020-03-05,2025-08-28,2019-08-29,2025-08-29,6,0
123032,万里转债,2023-10-11,2020-11-30,2020-04-17,2020-11-30,2019-10-11,2020-12-01,1.1425,0
123033,金力转债,2023-11-01,2021-08-30,2020-05-07,2021-08-30,2019-11-01,2021-08-31,1.8301,0
123034,通光转债,2023-11-04,2025-11-03,2020-05-08,2025-11-03,2019-11-04,2025-11-04,6,0
123035,利德转债,2023-11-14,2025-01-09,2020-05-20,2025-01-09,2019-11-14,2025-01-10,5.1616,2
123036,先导转债,2023-12-11,2020-12-09,2020-06-17,2020-12-09,2019-12-11,2020-12-10,0.9973,0
123037,新莱转债,2023-12-19,2020-09-10,2020-06-29,2020-09-10,2019-12-19,2020-09-11,0.7315,0
123038,联得转债,2023-12-25,2025-08-11,2020-07-01,2025-08-11,2019-12-25,2025-08-12,5.6357,0
123039,开润转债,2023-12-26,2025-12-25,2020-07-02,2025-12-25,2019-12-26,2025-12-26,6,1
123040,乐普转债,2023-01-03,2020-08-19,2020-07-09,2020-08-19,2020-01-03,2020-08-20,0.6301,0
123041,东财转2,2024-01-13,2020-08-27,2020-07-17,2020-08-27,2020-01-13,2020-08-28,0.623,0
123042,银河转债,2024-01-14,2022-02-24,2020-07-20,2022-02-24,2020-01-14,2022-02-25,2.1178,0
123043,正元转债,2024-03-05,2022-02-17,2020-09-11,2022-02-17,2020-03-05,2022-02-18,1.9589,0
123044,红相转债,2024-03-12,2024-12-02,2020-09-18,2024-12-02,2020-03-12,2024-12-03,4.7315,2
123045,雷迪转债,2024-03-12,2022-08-31,2020-09-18,2022-08-31,2020-03-12,2022-09-01,2.474,0
123046,天铁转债,2024-03-19,2023-10-08,2020-09-25,2023-09-28,2020-03-19,2023-10-09,3.5589,0
123047,久吾转债,2024-03-20,2021-10-20,2020-09-28,2021-10-20,2020-03-20,2021-10-21,1.589,0
123048,应急转债,2024-04-10,2025-08-27,2020-10-16,2025-08-27,2020-04-10,2025-08-28,5.3863,1
123049,维尔转债,2024-04-13,2026-04-12,2020-10-19,2026-04-10,2020-04-13,2026-04-13,6,6
123050,聚飞转债,2024-04-14,2024-11-28,2020-10-20,2024-11-28,2020-04-14,2024-11-29,4.6301,0
123051,今天转债,2024-06-04,2021-10-14,2020-12-10,2021-10-14,2020-06-04,2021-10-15,1.3644,0
123052,飞鹿转债,2024-06-05,2025-08-10,2020-12-11,2025-08-08,2020-06-05,2025-08-11,5.1863,1
123053,宝通转债,2024-06-05,2021-12-30,2020-12-11,2021-12-30,2020-06-05,2021-12-31,1.5726,0
123054,思特转债,2024-06-10,2026-06-09,2020-12-16,2026-06-09,2020-06-10,2026-06-10,6,0
123055,晨光转债,2024-06-17,2021-02-24,2020-12-23,2021-02-24,2020-06-17,2021-02-25,0.6932,0
123056,雪榕转债,2024-06-24,2025-10-14,2021-01-04,2025-10-14,2020-06-24,2025-10-15,5.3123,3
123057,美联转债,2024-07-01,2023-04-12,2021-01-07,2023-04-12,2020-07-01,2023-04-13,2.7836,0
123058,欣旺转债,2024-07-14,2021-07-05,2021-01-20,2021-07-05,2020-07-14,2021-07-06,0.9781,0
123059,银信转债,2024-07-15,2026-07-14,2021-01-21,2026-07-14,2020-07-15,2026-07-15,6,0
123060,苏试转债,2024-07-21,2023-01-12,2021-01-27,2023-01-12,2020-07-21,2023-01-13,2.4822,0
123061,航新转债,2024-07-22,2026-07-21,2021-01-28,2026-07-21,2020-07-22,2026-07-22,6,0
123062,三超转债,2024-07-27,2022-09-14,2021-02-01,2022-09-14,2020-07-27,2022-09-15,2.137,0
123063,大禹转债,2025-07-28,2025-08-20,2021-02-03,2025-08-20,2020-07-28,2025-08-21,5.0685,1
123064,万孚转债,2024-09-01,2026-08-31,2021-03-08,2026-08-31,2020-09-01,2026-09-01,6,3
123065,宝莱转债,2024-09-04,2026-09-03,2021-03-11,2026-09-03,2020-09-04,2026-09-04,6,1
123066,赛意转债,2024-09-16,2021-08-15,2021-03-22,2021-08-13,2020-09-16,2021-08-16,0.9151,0
123067,斯莱转债,2024-09-17,2025-03-20,2021-03-23,2025-03-20,2020-09-17,2025-03-21,4.5096,0
123068,弘信转债,2024-10-15,2021-10-11,2021-04-21,2021-10-11,2020-10-15,2021-10-12,0.9918,0
123069,金诺转债,2024-10-16,2021-11-07,2021-04-22,2021-11-05,2020-10-16,2021-11-08,1.063,0
123070,鹏辉转债,2024-10-20,2022-07-28,2021-04-26,2022-07-28,2020-10-20,2022-07-29,1.7726,0
123071,天能转债,2024-10-21,2026-10-20,2021-04-27,2026-10-20,2020-10-21,2026-10-21,6,2
123072,乐歌转债,2024-10-21,2026-10-20,2021-04-27,2026-10-20,2020-10-21,2026-10-21,6,0
123073,同和转债,2024-10-26,2022-08-15,2021-05-06,2022-08-15,2020-10-26,2022-08-16,1.8055,1
123074,隆利转债,2024-10-29,2021-12-15,2021-05-06,2021-12-15,2020-10-29,2021-12-16,1.1315,0
123075,贝斯转债,2024-11-02,2023-07-27,2021-05-06,2023-07-27,2020-11-02,2023-07-28,2.7342,0
123076,强力转债,2024-11-19,2026-11-18,2021-05-25,2026-11-18,2020-11-19,2026-11-19,6,1
123077,汉得转债,2024-11-23,2023-04-27,2021-05-27,2023-04-27,2020-11-23,2023-04-28,2.4274,0
123078,飞凯转债,2024-11-27,2025-05-21,2021-06-03,2025-05-21,2020-11-27,2025-05-22,4.4849,1
123079,运达转债,2024-12-01,2021-09-08,2021-06-07,2021-09-08,2020-12-01,2021-09-09,0.7726,0
123080,海波转债,2024-12-02,2026-12-01,2021-06-08,2026-12-01,2020-12-02,2026-12-02,6,0
123081,精研转债,2024-12-03,2021-12-19,2021-06-09,2021-12-17,2020-12-03,2021-12-20,1.0466,1
123082,北陆转债,2024-12-07,2025-08-04,2021-06-11,2025-08-04,2020-12-07,2025-08-05,4.663,2
123083,朗新转债,2024-12-09,2023-04-20,2021-06-15,2023-04-20,2020-12-09,2023-04-21,2.3644,0
123084,高澜转债,2024-12-10,2022-08-21,2021-06-16,2022-08-19,2020-12-10,2022-08-22,1.6959,1
123085,万顺转2,2024-12-11,2026-12-10,2021-06-17,2026-12-10,2020-12-11,2026-12-11,6,2
123086,海兰转债,2024-12-11,2022-08-23,2021-06-17,2022-08-23,2020-12-11,2022-08-24,1.7014,1
123087,明电转债,2025-12-15,2025-09-07,2021-06-21,2025-09-05,2020-12-15,2025-09-08,4.7342,2
123088,威唐转债,2024-12-15,2026-12-14,2021-06-21,2026-12-14,2020-12-15,2026-12-15,6,1
123089,九洲转2,2024-12-21,2025-10-14,2021-06-25,2025-10-14,2020-12-21,2025-10-15,4.8192,0
123090,三诺转债,2024-12-21,2026-12-20,2021-06-25,2026-12-20,2020-12-21,2026-12-21,6,0
123091,长海转债,2024-12-23,2026-12-22,2021-06-29,2026-12-22,2020-12-23,2026-12-23,6,0
123092,天壕转债,2024-12-24,2026-12-23,2021-06-30,2026-12-23,2020-12-24,2026-12-24,6,0
123093,金陵转债,2025-01-19,2025-07-17,2021-07-26,2025-07-17,2021-01-19,2025-07-18,4.4959,1
123094,星源转2,2025-01-20,2021-09-06,2021-07-26,2021-09-06,2021-01-20,2021-09-07,0.6301,0
123096,思创转债,2025-01-26,2024-11-21,2021-08-02,2024-11-21,2021-01-26,2024-11-22,3.8247,3
123097,美力转债,2025-01-27,2022-09-07,2021-08-02,2022-09-07,2021-01-27,2022-09-08,1.6137,0
123098,一品转债,2025-01-28,2023-07-24,2021-08-03,2023-07-24,2021-01-28,2023-07-25,2.4877,0
123099,普利转退,2025-02-09,2027-02-08,2021-08-23,2027-02-08,2021-02-09,2027-02-09,6,5
123100,朗科转债,2025-02-09,2025-04-08,2021-08-23,2025-04-08,2021-02-09,2025-04-09,4.1644,1
123101,拓斯转债,2025-03-10,2024-12-16,2021-09-16,2024-12-16,2021-03-10,2024-12-17,3.7753,1
123102,华自转债,2025-03-12,2021-11-18,2021-09-22,2021-11-18,2021-03-12,2021-11-19,0.6877,0
123103,震安转债,2025-03-12,2024-12-25,2021-09-22,2024-12-25,2021-03-12,2024-12-26,3.7945,1
123104,卫宁转债,2025-03-16,2027-03-15,2021-09-22,2027-03-15,2021-03-16,2027-03-16,6,0
123105,拓尔转债,2025-03-19,2023-03-07,2021-09-27,2023-03-07,2021-03-19,2023-03-08,1.9699,0
123106,正丹转债,2025-03-24,2024-06-06,2021-09-30,2024-06-06,2021-03-24,2024-06-07,3.2082,0
123107,温氏转债,2025-03-29,2027-03-28,2021-10-08,2027-03-28,2021-03-29,2027-03-29,6,0
123108,乐普转2,2024-03-30,2026-03-29,2021-10-08,2026-03-27,2021-03-30,2026-03-30,5,0
123109,昌红转债,2025-04-01,2027-03-31,2021-10-08,2027-03-31,2021-04-01,2027-04-01,6,0
123110,九典转债,2025-04-01,2022-11-27,2021-10-08,2022-11-25,2021-04-01,2022-11-28,1.6603,0
123111,东财转3,2025-04-07,2022-02-28,2021-10-13,2022-02-28,2021-04-07,2022-03-01,0.8986,0
123112,万讯转债,2025-04-08,2027-04-07,2021-10-14,2027-04-07,2021-04-08,2027-04-08,6,0
123113,仙乐转债,2025-04-19,2027-04-18,2021-10-25,2027-04-18,2021-04-19,2027-04-19,6,0
123114,三角转债,2025-05-25,2027-05-24,2021-11-30,2027-05-24,2021-05-25,2027-05-25,6,0
123115,捷捷转债,2025-06-08,2024-11-27,2021-12-15,2024-11-27,2021-06-08,2024-11-28,3.4767,0
123116,万兴转债,2025-06-09,2023-05-17,2021-12-16,2023-05-17,2021-06-09,2023-05-18,1.9397,0
123117,健帆转债,2025-06-23,2027-06-22,2021-12-29,2027-06-22,2021-06-23,2027-06-23,6,2
123118,惠城转债,2025-07-07,2027-07-06,2022-01-13,2027-07-06,2021-07-07,2027-07-07,6,0
123119,康泰转2,2025-07-15,2027-07-14,2022-01-21,2027-07-14,2021-07-15,2027-07-15,6,5
123120,隆华转债,2025-07-30,2025-08-31,2022-02-07,2025-08-29,2021-07-30,2025-09-01,4.0932,1
123121,帝尔转债,2025-08-05,2027-08-04,2022-02-11,2027-08-04,2021-08-05,2027-08-05,6,0
123122,富瀚转债,2025-08-06,2027-08-05,2022-02-14,2027-08-05,2021-08-06,2027-08-06,6,0
123123,江丰转债,2025-08-12,2022-12-21,2022-02-18,2022-12-21,2021-08-12,2022-12-22,1.3616,0
123124,晶瑞转2,2025-08-16,2027-08-15,2022-02-21,2027-08-15,2021-08-16,2027-08-16,6,0
123125,元力转债,2025-09-06,2023-01-08,2022-03-10,2023-01-06,2021-09-06,2023-01-09,1.3425,0
123126,瑞丰转债,2025-09-10,2027-09-09,2022-03-16,2027-09-09,2021-09-10,2027-09-10,6,1
123127,耐普转债,2025-10-29,2025-03-03,2022-05-05,2025-03-03,2021-10-29,2025-03-04,3.3479,0
123128,首华转债,2025-11-01,2026-03-05,2022-05-05,2026-03-05,2021-11-01,2026-03-06,4.3452,2
123129,锦鸡转债,2025-11-04,2027-11-03,2022-05-10,2027-11-03,2021-11-04,2027-11-04,6,1
123130,设研转债,2025-11-11,2025-09-11,2022-05-17,2025-09-11,2021-11-11,2025-09-12,3.8384,1
123131,奥飞转债,2025-12-03,2027-12-02,2022-06-09,2027-12-02,2021-12-03,2027-12-03,6,0
123132,回盛转债,2025-12-17,2025-05-20,2022-06-23,2025-05-20,2021-12-17,2025-05-21,3.4274,1
123133,佩蒂转债,2025-12-22,2027-12-21,2022-06-28,2027-12-21,2021-12-22,2027-12-22,6,1
123134,卡倍转债,2025-12-27,2023-03-14,2022-07-01,2023-03-14,2021-12-27,2023-03-15,1.2137,1
123135,泰林转债,2025-12-28,2024-12-12,2022-07-04,2024-12-12,2021-12-28,2024-12-13,2.9616,2
123136,城市转债,2026-01-21,2023-07-04,2022-07-27,2023-07-04,2022-01-21,2023-07-05,1.4521,0
123137,锦浪转债,2026-02-10,2022-09-26,2022-08-16,2022-09-26,2022-02-10,2022-09-27,0.6274,0
123138,丝路转债,2026-03-02,2028-03-01,2022-09-08,2028-03-01,2022-03-02,2028-03-02,6,0
123139,铂科转债,2026-03-11,2022-11-30,2022-09-19,2022-11-30,2022-03-11,2022-12-01,0.726,0
123140,天地转债,2026-03-14,2023-11-05,2022-09-19,2023-11-03,2022-03-14,2023-11-06,1.6493,0
123141,宏丰转债,2026-03-15,2025-08-28,2022-09-21,2025-08-28,2022-03-15,2025-08-29,3.4603,1
123142,申昊转债,2026-03-18,2028-03-17,2022-09-26,2028-03-17,2022-03-18,2028-03-18,6,0
123143,胜蓝转债,2026-03-31,2024-12-03,2022-10-10,2024-12-03,2022-03-31,2024-12-04,2.6822,0
123144,裕兴转债,2026-04-11,2028-04-10,2022-10-17,2028-04-10,2022-04-11,2028-04-11,6,1
123145,药石转债,2026-04-20,2025-09-17,2022-10-26,2025-09-17,2022-04-20,2025-09-18,3.4164,2
123146,中环转2,2026-05-06,2026-04-09,2022-11-14,2026-04-09,2022-05-06,2026-04-10,3.9315,1
123147,中辰转债,2026-05-31,2025-10-19,2022-12-07,2025-10-17,2022-05-31,2025-10-20,3.3918,1
123148,上能转债,2026-06-14,2023-05-29,2022-12-20,2023-05-29,2022-06-14,2023-05-30,0.9589,0
123149,通裕转债,2026-06-20,2028-06-19,2022-12-26,2028-06-19,2022-06-20,2028-06-20,6,0
123150,九强转债,2026-06-30,2028-06-29,2023-01-06,2028-06-29,2022-06-30,2028-06-30,6,0
123151,康医转债,2026-07-01,2028-06-30,2023-01-09,2028-06-30,2022-07-01,2028-07-01,6,0
123152,润禾转债,2027-07-21,2025-04-13,2023-01-30,2025-04-11,2022-07-21,2025-04-14,2.7342,0
123153,英力转债,2026-07-21,2024-07-18,2023-01-30,2024-07-18,2022-07-21,2024-07-19,1.9973,0
123154,火星转债,2026-08-05,2028-08-04,2023-02-13,2028-08-04,2022-08-05,2028-08-05,6,0
123155,中陆转债,2026-08-12,2028-08-11,2023-02-20,2028-08-11,2022-08-12,2028-08-12,6,0
123156,博汇转债,2026-08-16,2025-08-19,2023-02-22,2025-08-19,2022-08-16,2025-08-20,3.0137,1
123157,科蓝转债,2026-08-30,2028-08-29,2023-03-06,2028-08-29,2022-08-30,2028-08-30,6,0
123158,宙邦转债,2026-09-26,2028-09-25,2023-03-30,2028-09-25,2022-09-26,2028-09-26,6,0
123159,崧盛转债,2026-09-27,2026-02-05,2023-04-10,2026-02-05,2022-09-27,2026-02-06,3.3644,0
123160,泰福转债,2026-09-28,2028-09-27,2023-04-11,2028-09-27,2022-09-28,2028-09-28,6,1
123161,强联转债,2026-10-11,2025-10-08,2023-04-17,2025-09-30,2022-10-11,2025-10-09,2.9973,2
123162,东杰转债,2026-10-14,2025-09-25,2023-04-20,2025-09-25,2022-10-14,2025-09-26,2.9534,0
123163,金沃转债,2026-10-14,2025-01-15,2023-04-20,2025-01-15,2022-10-14,2025-01-16,2.2603,0
123164,法本转债,2026-10-21,2024-01-04,2023-04-27,2024-01-04,2022-10-21,2024-01-05,1.2082,0
123165,回天转债,2026-10-27,2028-10-26,2023-05-04,2028-10-26,2022-10-27,2028-10-27,6,0
123166,蒙泰转债,2026-11-02,2025-10-29,2023-05-08,2025-10-29,2022-11-02,2025-10-30,2.9945,1
123167,商络转债,2026-11-17,2024-04-24,2023-05-23,2024-04-24,2022-11-17,2024-04-25,1.4384,0
123168,惠云转债,2026-11-23,2028-11-22,2023-05-29,2028-11-22,2022-11-23,2028-11-23,6,0
123169,正海转债,2026-11-23,2025-09-21,2023-05-29,2025-09-19,2022-11-23,2025-09-22,2.8329,0
123170,南电转债,2026-11-24,2024-11-17,2023-05-30,2024-11-15,2022-11-24,2024-11-18,1.9863,1
123171,共同转债,2026-11-28,2028-11-27,2023-06-02,2028-11-27,2022-11-28,2028-11-28,6,0
123172,漱玉转债,2026-12-15,2028-12-14,2023-06-21,2028-12-14,2022-12-15,2028-12-15,6,1
123173,恒锋转债,2026-12-30,2028-12-29,2023-07-06,2028-12-29,2022-12-30,2028-12-30,6,0
123174,精锻转债,2027-02-15,2025-07-30,2023-08-21,2025-07-30,2023-02-15,2025-07-31,2.4575,1
123175,百畅转债,2027-02-22,2029-02-21,2023-08-28,2029-02-21,2023-02-22,2029-02-22,6,2
123176,精测转2,2027-03-02,2029-03-01,2023-09-08,2029-03-01,2023-03-02,2029-03-02,6,0
123177,测绘转债,2027-03-02,2025-12-14,2023-09-08,2025-12-12,2023-03-02,2025-12-15,2.7918,0
123178,花园转债,2027-03-06,2029-03-05,2023-09-11,2029-03-05,2023-03-06,2029-03-06,6,1
123179,立高转债,2027-03-07,2029-03-06,2023-09-13,2029-03-06,2023-03-07,2029-03-07,6,0
123180,浙矿转债,2027-03-09,2029-03-08,2023-09-15,2029-03-08,2023-03-09,2029-03-09,6,0
123181,亚康转债,2027-03-21,2023-11-21,2023-09-27,2023-11-21,2023-03-21,2023-11-22,0.6721,0
123182,广联转债,2027-03-22,2026-03-08,2023-09-28,2026-03-06,2023-03-22,2026-03-09,2.9671,0
123183,海顺转债,2027-03-23,2029-03-22,2023-10-09,2029-03-22,2023-03-23,2029-03-23,6,0
123184,天阳转债,2027-03-23,2025-07-10,2023-10-09,2025-07-10,2023-03-23,2025-07-11,2.3041,1
123185,能辉转债,2027-03-31,2025-12-23,2023-10-09,2025-12-23,2023-03-31,2025-12-24,2.737,3
123186,志特转债,2027-03-31,2025-08-07,2023-10-09,2025-08-07,2023-03-31,2025-08-08,2.3589,2
123187,超达转债,2027-04-04,2029-04-03,2023-10-11,2029-04-03,2023-04-04,2029-04-04,6,0
123188,水羊转债,2027-04-04,2029-04-03,2023-10-11,2029-04-03,2023-04-04,2029-04-04,6,0
123189,晓鸣转债,2027-04-06,2029-04-05,2023-10-12,2029-04-05,2023-04-06,2029-04-06,6,0
123190,道氏转02,2027-04-07,2025-04-14,2023-10-13,2025-04-14,2023-04-07,2025-04-15,2.0247,1
123191,智尚转债,2027-04-10,2025-03-25,2023-10-16,2025-03-25,2023-04-10,2025-03-26,1.9616,1
123192,科思转债,2027-04-13,2029-04-12,2023-10-19,2029-04-12,2023-04-13,2029-04-13,6,0
123193,海能转债,2027-04-13,2029-04-12,2023-10-19,2029-04-12,2023-04-13,2029-04-13,6,0
123194,百洋转债,2027-04-14,2029-04-13,2023-10-20,2029-04-13,2023-04-14,2029-04-14,6,0
123195,蓝晓转02,2027-04-17,2029-04-16,2023-10-23,2029-04-16,2023-04-17,2029-04-17,6,0
123196,正元转02,2027-04-18,2029-04-17,2023-10-24,2029-04-17,2023-04-18,2029-04-18,6,1
123197,光力转债,2027-05-08,2026-04-07,2023-11-13,2026-04-07,2023-05-08,2026-04-08,2.9205,0
123198,金埔转债,2027-06-08,2029-06-07,2023-12-14,2029-06-07,2023-06-08,2029-06-08,6,1
123199,山河转债,2027-06-12,2029-06-11,2023-12-18,2029-06-11,2023-06-12,2029-06-12,6,1
123200,海泰转债,2027-06-27,2025-09-29,2024-01-03,2025-09-29,2023-06-27,2025-09-30,2.263,0
123201,纽泰转债,2027-06-27,2025-11-04,2024-01-03,2025-11-04,2023-06-27,2025-11-05,2.3616,0
123202,祥源转债,2027-07-03,2024-12-25,2024-01-08,2024-12-25,2023-07-03,2024-12-26,1.4849,1
123203,明电转02,2028-07-03,2025-12-11,2024-01-08,2025-12-11,2023-07-03,2025-12-12,2.4466,1
123204,金丹转债,2027-07-13,2025-07-10,2024-01-19,2025-07-10,2023-07-13,2025-07-11,1.9973,1
123205,大叶转债,2027-07-17,2024-12-01,2024-01-22,2024-11-29,2023-07-17,2024-12-02,1.3808,1
123206,开能转债,2027-07-20,2025-09-01,2024-01-26,2025-09-01,2023-07-20,2025-09-02,2.1233,0
123207,冠中转债,2027-07-21,2029-07-20,2024-01-29,2029-07-20,2023-07-21,2029-07-21,6,1
123208,孩王转债,2027-07-24,2024-11-17,2024-01-29,2024-11-15,2023-07-24,2024-11-18,1.3233,1
123209,聚隆转债,2027-07-26,2029-07-25,2024-02-01,2029-07-25,2023-07-26,2029-07-26,6,0
123210,信服转债,2027-07-27,2026-03-16,2024-02-02,2026-03-16,2023-07-27,2026-03-17,2.6411,0
123211,阳谷转债,2027-07-27,2029-07-26,2024-02-02,2029-07-26,2023-07-27,2029-07-27,6,0
123212,立中转债,2027-07-27,2025-12-16,2024-02-02,2025-12-16,2023-07-27,2025-12-17,2.3945,1
123213,天源转债,2027-07-28,2029-07-27,2024-02-05,2029-07-27,2023-07-28,2029-07-28,6,0
123214,东宝转债,2027-07-31,2029-07-30,2024-02-05,2029-07-30,2023-07-31,2029-07-31,6,0
123215,铭利转债,2027-08-03,2029-08-02,2024-02-19,2029-08-02,2023-08-03,2029-08-03,6,1
123216,科顺转债,2027-08-04,2029-08-03,2024-02-19,2029-08-03,2023-08-04,2029-08-04,6,1
123217,富仕转债,2027-08-08,2025-11-03,2024-02-19,2025-11-03,2023-08-08,2025-11-04,2.2438,0
123218,宏昌转债,2027-08-10,2025-06-16,2024-02-19,2025-06-16,2023-08-10,2025-06-17,1.8548,1
123219,宇瞳转债,2027-08-11,2024-12-18,2024-02-19,2024-12-18,2023-08-11,2024-12-19,1.2411,1
123220,易瑞转债,2027-08-18,2029-08-17,2024-02-26,2029-08-17,2023-08-18,2029-08-18,6,1
