bond_code,bond_name,putback_start,putback_end,convert_start,convert_end,value_date,expire_date,bond_period,hist_adj_count
137107,20福01EB,2021-12-10,2022-06-09,2020-12-11,2022-06-10,2020-06-10,2022-06-10,2,0
137108,20黄河EB,2022-12-08,2021-09-16,2020-12-10,2021-09-17,2020-06-08,2021-09-17,1.2767,0
137110,20华EB02,2021-06-12,2023-06-11,2020-12-14,2023-06-12,2020-06-12,2023-06-12,3,3
137111,20康EB02,2022-12-19,2023-06-18,2020-12-21,2023-06-18,2020-06-19,2023-06-19,3,0
137112,20华EB04,,2021-03-04,2021-02-10,2021-03-05,2020-07-02,2021-03-05,0.674,2
137114,20市北EB,2021-07-17,2023-07-16,2021-01-20,2023-07-12,2020-07-17,2023-07-17,3,0
137116,20三一EB,2024-09-14,2026-09-13,2021-03-15,2026-09-14,2020-09-14,2026-09-14,6,0
137117,20广EB01,2023-09-30,2021-09-12,2021-07-02,2021-09-13,2020-12-31,2021-09-13,0.7014,0
137118,21顾01EB,2023-03-18,2024-03-17,2021-09-22,2024-03-15,2021-03-18,2024-03-18,3,6
137119,21电气EB,2023-09-23,2024-03-22,2021-09-28,2024-03-22,2021-03-23,2024-03-23,3,0
137120,21南山EB,2023-12-30,2024-03-29,2021-09-30,2024-03-28,2021-03-30,2024-03-30,3,1
137121,21顾02EB,2022-06-04,2024-06-03,2021-12-10,2024-06-04,2021-06-04,2024-06-04,3,2
137122,21广01EB,2023-07-30,2023-06-12,2022-02-14,2023-06-13,2021-08-13,2023-06-13,1.8329,0
137123,21康04EB,2024-01-20,2022-09-13,2022-01-20,2022-09-14,2021-07-20,2022-09-14,1.1534,2
137124,21盛01EB,2024-04-26,2022-10-24,2022-01-27,2022-10-25,2021-07-26,2022-10-25,1.2493,0
137125,21海垦EB,2024-08-04,2024-08-03,2022-02-07,2024-08-02,2021-08-04,2024-08-04,3,0
137126,21广02EB,2023-09-12,2024-03-11,2022-03-24,2024-03-08,2021-09-24,2024-03-12,2.4658,0
137127,21鲁商EB,2024-03-24,2024-09-23,2022-03-24,2024-09-23,2021-09-24,2024-09-24,3,0
137128,21康控EB,2024-04-12,2024-10-11,2022-04-20,2024-10-11,2021-10-12,2024-10-12,3,3
137129,21方大EB,2024-05-05,2024-11-04,2022-05-30,2024-11-04,2021-11-05,2024-11-05,3,0
137130,21广03EB,2023-10-08,2022-11-30,2022-04-21,2024-04-02,2021-10-21,2022-12-01,1.1123,0
137132,21LS02EB,2024-06-10,2024-12-09,2022-06-10,2024-12-09,2021-12-10,2024-12-10,3,1
137134,21实业EB,2024-06-30,2024-07-25,2022-06-30,2024-12-27,2021-12-30,2024-07-26,2.5726,4
137135,22西矿EB,2023-04-07,2025-04-06,2022-10-10,2025-04-03,2022-04-07,2025-04-07,3,2
137136,22复星EB,2024-09-29,2025-03-28,2022-09-29,2025-03-21,2022-03-29,2025-03-29,3,1
137137,22中兵EB,2023-03-21,2025-03-20,2022-09-22,2025-03-19,2022-03-21,2025-03-21,3,0
137138,22云化EB,2024-12-28,2025-03-27,2022-09-28,2025-03-27,2022-03-28,2025-03-28,3,0
137139,22YN01EB,2025-04-18,2027-04-17,2022-10-19,2027-04-17,2022-04-18,2027-04-18,5,0
137140,21泰格EB,2024-06-30,2024-12-29,2022-07-07,2024-12-27,2021-12-30,2024-12-30,3,0
137141,JS索普EB,2024-10-19,2025-04-18,2022-10-20,2025-04-17,2022-04-19,2025-04-19,3,0
137142,22湘01EB,2024-10-28,2025-04-17,2022-10-28,2025-04-18,2022-04-28,2025-04-18,2.9753,2
137143,22SN01EB,2023-04-21,2025-04-20,2022-10-25,2025-04-18,2022-04-21,2025-04-21,3,0
137144,22平01EB,2024-10-27,2024-04-10,2022-10-28,2024-04-11,2022-04-27,2024-04-11,1.9589,2
137146,22渝01EB,2023-05-24,2025-05-23,2022-11-25,2025-05-23,2022-05-24,2025-05-24,3,0
137148,22YN02EB,2025-05-27,2027-05-26,2022-11-28,2027-05-26,2022-05-27,2027-05-27,5,0
137149,22平02EB,2025-03-10,2024-04-17,2023-03-10,2024-04-18,2022-09-09,2024-04-18,1.6066,2
137150,22渝02EB,2025-07-12,2025-07-11,2023-01-13,2025-07-11,2022-07-12,2025-07-12,3,1
137151,22康01EB,2023-01-29,2023-12-04,2023-01-30,2023-12-05,2022-07-29,2023-12-05,1.3534,1
137152,22渝03EB,2023-09-02,2025-09-01,2023-03-03,2025-08-21,2022-09-02,2025-09-02,3,2
137153,22杉EB1,2022-08-24,2025-02-24,2023-02-27,2025-08-24,2022-08-24,2025-02-25,2.5096,2
137154,22山煤EB,2025-03-28,2025-09-27,2023-03-29,2025-09-26,2022-09-28,2025-09-28,3,0
137155,22杉EB2,2022-09-16,2025-02-24,2023-03-17,2025-09-16,2022-09-16,2025-02-25,2.4466,1
137156,22湘02EB,2025-05-15,2025-07-13,2023-03-23,2025-07-14,2022-09-23,2025-07-14,2.8082,2
137157,22楚EB01,2025-03-27,2025-09-26,2023-03-28,2025-09-26,2022-09-27,2025-09-27,3,1
137158,22杉EB3,2022-09-29,2025-02-24,2023-03-30,2025-09-29,2022-09-29,2025-02-25,2.411,1
137159,22楚EB02,2025-06-16,2025-12-15,2023-06-19,2025-12-15,2022-12-16,2025-12-16,3,0
137160,22康02EB,2025-04-28,2024-02-27,2023-04-28,2024-02-28,2022-10-28,2024-02-28,1.337,1
137161,22杉EB4,2022-11-02,2025-02-24,2023-05-04,2025-11-02,2022-11-02,2025-02-25,2.3178,1
137165,22渝04EB,2025-12-21,2025-12-20,2023-06-26,2025-12-19,2022-12-21,2025-12-21,3,2
137166,22航发EB,2023-06-19,2024-11-12,2023-06-19,2024-11-13,2022-12-19,2024-11-13,1.9041,1
137167,22楚EB03,2025-06-21,2025-12-20,2023-06-26,2025-12-19,2022-12-21,2025-12-21,3,0
137168,23轻盐EB,2025-01-12,2026-01-11,2023-07-19,2026-01-09,2023-01-12,2026-01-12,3,1
137169,23渝01EB,2024-02-15,2026-02-14,2023-08-16,2026-02-13,2023-02-15,2026-02-15,3,2
137170,23YN01EB,2026-03-21,2028-03-20,2023-09-22,2028-03-20,2023-03-21,2028-03-21,5,0
137171,23创01EB,2025-10-11,2026-04-10,2023-10-12,2026-04-10,2023-04-11,2026-04-11,3,8
137173,23山金EB,2023-04-19,2026-02-09,2023-10-19,2026-02-10,2023-04-19,2026-02-10,2.8164,0
137174,23广晟EB,2025-10-18,2026-04-17,2023-10-18,2026-04-17,2023-04-18,2026-04-18,3,0
137175,23南01EB,2026-01-21,2025-11-24,2023-10-23,2025-11-25,2023-04-21,2025-11-25,2.6,0
137176,23南02EB,2025-01-21,2025-04-20,2023-10-23,2025-04-18,2023-04-21,2025-04-21,2,0
137177,23创02EB,2025-12-29,2026-06-27,2023-12-29,2026-06-27,2023-06-28,2026-06-28,3,5
137179,23新华EB,2026-02-02,2026-08-01,2024-02-05,2026-07-27,2023-08-02,2026-08-02,3,0
137180,23MYEB1,2024-10-09,2026-10-08,2024-04-10,2026-10-08,2023-10-09,2026-10-09,3,0
137181,23杰瑞EB,2026-03-28,2026-09-27,2024-03-28,2026-09-25,2023-09-28,2026-09-28,3,0
137182,23全柴EB,2026-06-21,2026-12-20,2024-06-24,2026-12-20,2023-12-21,2026-12-21,3,0
137183,23潞安EB,2026-06-04,2026-12-03,2024-06-05,2026-12-03,2023-12-04,2026-12-04,3,0
137184,24MYEB1,2025-01-18,2027-01-17,2024-07-19,2027-01-17,2024-01-18,2027-01-18,3,0
137185,24电气EB,2026-09-27,2024-11-18,2024-09-30,2027-03-27,2024-03-27,2024-11-19,0.6493,0
137186,24鲁商EB,2026-10-24,2027-04-23,2024-10-25,2027-04-23,2024-04-24,2027-04-24,3,0
137187,24广晟EB,2026-12-01,2027-05-30,2024-12-02,2027-05-31,2024-05-31,2027-05-31,3,0
137188,24穗港EB,2027-04-22,2027-10-21,2025-04-23,2027-10-22,2024-10-22,2027-10-22,3,0
137190,24航天EB,2026-08-29,2027-08-28,2025-03-03,2027-08-29,2024-08-29,2027-08-29,3,0
137192,24蜀道EB,2027-07-02,2028-01-01,2025-07-03,2028-01-02,2025-01-02,2028-01-02,3,0
137193,25浙报EB,2026-04-15,2028-04-14,2025-10-16,2028-04-14,2025-04-15,2028-04-15,3,0
137194,25蜀道EB,2027-10-21,2028-04-20,2025-10-22,2028-04-21,2025-04-21,2028-04-21,3,0
137195,25康01EB,2028-06-05,2028-12-04,2026-06-08,2028-12-05,2025-12-05,2028-12-05,3,0
137196,25康02EB,2028-06-05,2028-12-04,2026-09-07,2028-12-05,2025-12-05,2028-12-05,3,0
137197,26福达EB,2028-07-14,2029-01-13,2026-07-15,2029-01-12,2026-01-14,2029-01-14,3,0
137198,26SYKEB,2028-08-02,2029-02-01,2027-08-03,2029-02-02,2026-02-02,2029-02-02,3,0
137199,晋交KEB,2028-07-30,2029-01-29,2026-07-31,2029-01-23,2026-01-30,2029-01-30,3,0
137201,凌云KEB,2028-03-03,2029-03-02,2026-09-04,2029-03-02,2026-03-03,2029-03-03,3,0
145900,17旭杰转,2021-10-16,2020-05-07,2018-04-17,2023-10-15,2017-10-16,2020-05-08,2.5616,0
145901,17伏泰转,2018-05-01,2018-05-22,2018-04-17,2018-05-22,2017-10-16,2018-05-23,0.6,0
145904,25钢研K1,2029-12-29,2031-12-28,2026-06-30,2031-12-28,2025-12-29,2031-12-29,6,0
145905,智转债K1,2026-12-10,2028-12-09,,,2025-12-10,2028-12-10,3,0
145951,18君实转,,2019-07-07,2018-08-23,2019-07-05,2018-02-23,2019-07-08,1.3644,0
